iter	Logloss
136	0.136378111
137	0.1346699671
138	0.1338803521
139	0.1330712862
140	0.1324326704
141	0.1318439836
142	0.1309989444
143	0.1298077995
144	0.1289194158
145	0.1284315681
146	0.1282149162
147	0.1274301823
148	0.1267227255
149	0.1259811779
150	0.1248103115
151	0.1239742761
152	0.1232087986
153	0.1221687064
154	0.1214117797
155	0.1209285404
156	0.1204188343
157	0.1196167061
158	0.1191961498
159	0.1189813371
160	0.1182251001
161	0.1176210423
162	0.1168621742
163	0.1161402101
164	0.1155695421
165	0.1150620238
166	0.1137820505
167	0.1124751817
168	0.1112594345
169	0.110761496
170	0.1102134183
171	0.1095707407
172	0.1087450628
173	0.1082206233
174	0.107871104
175	0.1072977895
176	0.1068849799
177	0.1067289654
178	0.1061315041
179	0.1052723311
180	0.1049037815
181	0.1045016851
182	0.1039308057
183	0.1035485616
184	0.1032525996
185	0.1026922908
186	0.1023012318
187	0.1014594795
188	0.1011695702
189	0.1007906301
190	0.1003304673
191	0.09954076531
192	0.09864029255
193	0.09832272438
194	0.09724371029
195	0.09693601405
196	0.09625666756
197	0.09559657027
198	0.09508585141
199	0.09467497809
200	0.0938678036
201	0.09353982364
202	0.09314936191
203	0.09279722629
204	0.09237204668
205	0.09150962187
206	0.09098581054
207	0.09069372679
208	0.09004921307
209	0.08946950684
210	0.08903019627
211	0.08840772183
212	0.08802903877
213	0.08717013081
214	0.0865889596
215	0.0860484784
216	0.085324454
217	0.08468957439
218	0.08446661304
219	0.08409114333
220	0.08358981985
221	0.08336203437
222	0.08304992389
223	0.08219026572
224	0.08155528373
225	0.08088457441
226	0.0805126401
227	0.08033590825
228	0.08005573998
229	0.07948974025
230	0.07932501635
231	0.07908032369
232	0.07887746477
233	0.07849603645
234	0.07794794518
235	0.07766690151
236	0.07682069155
237	0.07619214798
238	0.07553625477
239	0.07532312905
240	0.07505757339
241	0.07478425785
242	0.07430575931
243	0.07395698644
244	0.07350312185
245	0.07320273414
246	0.07299139596
247	0.07265067605
248	0.0723499098
249	0.07211966266
250	0.07184588142
251	0.07145770084
252	0.07074848393
253	0.07013995035
254	0.06942950945
255	0.0687748623
256	0.06834949673
257	0.06763573703
258	0.06723684785
259	0.06663489256
260	0.06608582249
261	0.0658133747
262	0.06513778423
263	0.06489442897
264	0.06445440669
265	0.06430396056
266	0.06409185395
267	0.06351603901
268	0.06299353288
269	0.06237467161
270	0.06179756539
271	0.06139174704
272	0.06102730566
273	0.06066614524
274	0.06041529761
275	0.06013953579
276	0.0599206095
277	0.05958707578
278	0.05933252757
279	0.05870689366
280	0.05836545142
281	0.05801701869
282	0.05768111695
283	0.05742241645
284	0.05711879987
285	0.05682919977
286	0.05619607475
287	0.05592099502
288	0.05544263497
289	0.05524218447
290	0.05501074627
291	0.05480039904
292	0.05462769535
293	0.05439893316
294	0.05424611751
295	0.05402837455
296	0.05361487606
297	0.05326697612
298	0.05270788655
299	0.052445292
300	0.05226770631
301	0.05194350124
302	0.0515605426
303	0.05102009849
304	0.05065557108
305	0.05048181485
306	0.05005990616
307	0.04986427132
308	0.04947369406
309	0.0493226678
310	0.04915075714
311	0.04900833125
312	0.04871931277
313	0.0482325904
314	0.04801335097
315	0.0475497147
316	0.04708335578
317	0.04670834798
318	0.04642603732
319	0.04613550874
320	0.04563491011
321	0.04524085716
322	0.04496538148
323	0.04481054453
324	0.04465813866
325	0.04445338442
326	0.04427862971
327	0.04409830797
328	0.04397103394
329	0.04370957472
330	0.04346639185
331	0.04316857331
332	0.042908839
333	0.04269773721
334	0.0423749522
335	0.04211966947
336	0.04195761725
337	0.04166911393
338	0.04145811863
339	0.04125417732
340	0.04103247853
341	0.04084646929
342	0.04063539371
343	0.04028206165
344	0.0399922864
345	0.03978923982
346	0.0395444555
347	0.03940161226
348	0.03922277598
349	0.03911508868
350	0.03895174937
351	0.03877853445
352	0.03863532085
353	0.03845010844
354	0.0383314411
355	0.03815224928
356	0.03796646396
357	0.03780169256
358	0.03761681686
359	0.037484069
360	0.03715088003
361	0.03700471807
362	0.03680931761
363	0.03662086464
364	0.03642586383
365	0.03624108418
366	0.03608179212
367	0.0359743574
368	0.03585091107
369	0.03575404631
370	0.03558794232
371	0.03540824228
372	0.03527626714
373	0.03517843062
374	0.03506469932
375	0.03486016391
376	0.03478298435
377	0.03461092704
378	0.03448268089
379	0.03434527326
380	0.0341554533
381	0.0338851762
382	0.03384110067
383	0.03376122714
384	0.03351109929
385	0.03335996539
386	0.03322625513
387	0.0330815108
388	0.03290617205
389	0.03273896524
390	0.03261013641
391	0.0324799283
392	0.03242719178
393	0.03235660546
394	0.03220329008
395	0.03202164799
396	0.03197706107
397	0.03194262745
398	0.03188215681
399	0.03181750128
400	0.03168018553
401	0.03154957862
402	0.03141945382
403	0.03131170942
404	0.03120601634
405	0.03109659872
406	0.03101476377
407	0.03093224449
408	0.03086918094
409	0.03077933822
410	0.03071489341
411	0.03053033868
412	0.03042355498
413	0.03028621246
414	0.0302208154
415	0.03016176447
416	0.03013750869
417	0.03010933229
418	0.0300118037
419	0.02989507228
420	0.02981015144
421	0.02965843651
422	0.02957024846
423	0.02944311244
424	0.02932020561
425	0.0291862434
426	0.02904556608
427	0.02895836437
428	0.02877473863
429	0.02863076698
430	0.02852845975
431	0.02841070765
432	0.02830268604
433	0.02816810069
434	0.02805163458
435	0.02794350443
436	0.02784059405
437	0.02773097352
438	0.02763309383
439	0.0275324342
440	0.02748896698
441	0.02736497842
442	0.02724556941
443	0.02712576194
444	0.02703260063
445	0.02693549298
446	0.02683231326
447	0.02672110592
448	0.02663527872
449	0.02653827414
450	0.02646118888
451	0.02636219776
452	0.02621683345
453	0.026134556
454	0.02602379666
455	0.0259442818
456	0.02585391208
457	0.02577305683
458	0.02570427257
459	0.02561778341
460	0.02557786239
461	0.02547391921
462	0.02540805355
463	0.02532028898
464	0.02523827198
465	0.02513226203
466	0.02505835186
467	0.024996168
468	0.02488108437
469	0.02483076516
470	0.02474579215
471	0.02470315822
472	0.02461773437
473	0.02453888245
474	0.02444183761
475	0.02434733792
476	0.02425869962
477	0.02415883857
478	0.02407630811
479	0.0240083076
480	0.02392051564
481	0.02382484083
482	0.02375914261
483	0.02369386867
484	0.02360934161
485	0.02355512634
486	0.02347854625
487	0.02340446779
488	0.02331942213
489	0.02326979188
490	0.02317942104
491	0.02307801174
492	0.02302016423
493	0.02295082443
494	0.02287627681
495	0.0228139225
496	0.0227456575
497	0.02268041643
498	0.02261936648
499	0.02254583662
500	0.02249478853
501	0.02240449433
502	0.0223553884
503	0.02231460041
504	0.0222566921
505	0.02218015358
506	0.0221031405
507	0.02202926432
508	0.0219824621
509	0.02189986408
510	0.02180493133
511	0.02172495888
512	0.02163496495
513	0.0215935768
514	0.02155001185
515	0.0215095951
516	0.02144202925
517	0.02140033706
518	0.02138422362
519	0.02134470789
520	0.02126774169
521	0.02120397147
522	0.02113658413
523	0.02106805406
524	0.02100214647
525	0.02096285894
526	0.02086595118
527	0.02082817273
528	0.02076542915
529	0.02068529656
530	0.02062341458
531	0.02055350825
532	0.02051739446
533	0.02045761715
534	0.02039128856
535	0.02034802144
536	0.02030129628
537	0.0202741251
538	0.02024787434
539	0.02019391334
540	0.02013426786
541	0.02010878316
542	0.02005742426
543	0.01998977137
544	0.01988153561
545	0.01982749562
546	0.0198032866
547	0.01976394012
548	0.01970641961
549	0.0196540631
550	0.01955093733
551	0.01952073152
552	0.01946138758
553	0.01941464012
554	0.01936490652
555	0.01931261253
556	0.01927597766
557	0.01923194667
558	0.01920414155
559	0.01915515116
560	0.01911988588
561	0.01906442765
562	0.01903026581
563	0.01896316742
564	0.01893780479
565	0.01891346153
566	0.01885701923
567	0.0188487351
568	0.01880268219
569	0.01874956701
570	0.01873307983
571	0.01866461398
572	0.01862225173
573	0.01855036741
574	0.01849078603
575	0.01847525243
576	0.01836954188
577	0.01831216598
578	0.01826860574
579	0.01822904342
580	0.01817853539
581	0.01811304588
582	0.01807477408
583	0.01803197875
584	0.01795122915
585	0.01790454843
586	0.01783066846
587	0.017733077
588	0.01769223526
589	0.01765897278
590	0.01762305798
591	0.01759104873
592	0.01754948753
593	0.01746736232
594	0.01744295581
595	0.01738063492
596	0.01729954002
597	0.01724239062
598	0.0172084372
599	0.01717529345
600	0.01713592282
601	0.01711155583
602	0.01706215741
603	0.01697683692
604	0.01693229197
605	0.01689178087
606	0.01685393241
607	0.01677733861
608	0.01674646964
609	0.01670189054
610	0.01665394638
611	0.01663102042
612	0.01658524543
613	0.01654712612
614	0.01652523765
615	0.01647445338
616	0.01639137189
617	0.01633673997
618	0.01622629878
619	0.01616436206
620	0.01614343879
621	0.01610421197
622	0.01606519467
623	0.01598819979
624	0.01595345987
625	0.01593350728
626	0.01589236903
627	0.01583608987
628	0.01576345348
629	0.01574419213
630	0.01571968426
631	0.01565953891
632	0.01562342797
633	0.01558065961
634	0.01554846739
635	0.01552572103
636	0.01545421191
637	0.01543364688
638	0.01538032951
639	0.01533426448
640	0.01529383012
641	0.01525530021
642	0.01523561725
643	0.01519688888
644	0.01515456055
645	0.01512389216
646	0.01509481905
647	0.01505943331
648	0.01503913722
649	0.01501091592
650	0.01496641639
651	0.01493277809
652	0.01490776446
653	0.01486327414
654	0.01482076431
655	0.0147676578
656	0.01471394003
657	0.01467595615
658	0.01464686359
659	0.01461168393
660	0.0145847571
661	0.01453068564
662	0.01448230705
663	0.01445898966
664	0.01440728129
665	0.01437539239
666	0.01434440633
667	0.01432825288
668	0.01428291202
669	0.01426698848
670	0.01422367094
671	0.0142081469
672	0.01416590147
673	0.01413915438
674	0.01410073197
675	0.01402618514
676	0.01398907922
677	0.0139305146
678	0.01389716124
679	0.01386209102
680	0.01382945787
681	0.01380268469
682	0.01376637724
683	0.01374055312
684	0.01370880754
685	0.01367612819
686	0.0136392168
687	0.01360352475
688	0.01358587686
689	0.01353293536
690	0.01349811487
691	0.01346506655
692	0.01343186175
693	0.01338935765
694	0.0133596317
695	0.01332682977
696	0.01328918518
697	0.0132548176
698	0.01321784508
699	0.01319278176
700	0.0131744062
701	0.01312125223
702	0.01309134777
703	0.01305783637
704	0.01301296714
705	0.01298414657
706	0.01296908713
707	0.01294487198
708	0.01291591583
709	0.01288776777
710	0.01284250052
711	0.01282654492
712	0.01280074123
713	0.0127854436
714	0.01275917858
715	0.01273668795
716	0.01271282281
717	0.01269748662
718	0.01265582508
719	0.01264152878
720	0.01261651799
721	0.01260372707
722	0.01258977306
723	0.01257337807
724	0.01253880127
725	0.0125175829
726	0.0124759459
727	0.01244487262
728	0.01241865041
729	0.01237889281
730	0.01234519672
731	0.01231566841
732	0.01229442807
733	0.01226374434
734	0.01223497518
735	0.01218952375
736	0.01217703981
737	0.0121510325
738	0.01213308036
739	0.01209536946
740	0.01205934157
741	0.01202672739
742	0.01199589786
743	0.01196598916
744	0.01193633672
745	0.01190928055
746	0.01189736468
747	0.0118783142
748	0.01184927488
749	0.01183680962
750	0.01179509794
751	0.01178541156
752	0.0117584959
753	0.01174361275
754	0.01169978552
755	0.0116732251
756	0.01166166007
757	0.01163022467
758	0.01162143579
759	0.01159185901
760	0.01158085551
761	0.01155435226
762	0.01152996248
763	0.01150475517
764	0.01148252694
765	0.01146799066
766	0.01145446898
767	0.01142992291
768	0.01141616693
769	0.01138269872
770	0.01136114932
771	0.01131517235
772	0.01128869603
773	0.01127586125
774	0.0112533379
775	0.01124117767
776	0.01120335112
777	0.01117337808
778	0.0111436005
779	0.01112374547
780	0.01110912183
781	0.01107685686
782	0.0110511362
783	0.01102925307
784	0.01101776533
785	0.01100059487
786	0.01097000593
787	0.01094395764
788	0.01091741595
789	0.01089351798
790	0.0108687331
791	0.01083851992
792	0.01082508681
793	0.0107946841
794	0.01078132463
795	0.01077077658
796	0.01075911109
797	0.0107473405
798	0.01071466359
799	0.0106802085
800	0.0106509819
801	0.01061793711
802	0.01060610684
803	0.01058263496
804	0.0105467097
805	0.01052635562
806	0.01050641823
807	0.01049038243
808	0.01047347906
809	0.01044876587
810	0.01043460265
811	0.01040575715
812	0.01038290814
813	0.01036099113
814	0.01033735075
815	0.01031571093
816	0.01029853978
817	0.01027743756
818	0.01026408715
819	0.01024274334
820	0.01023151804
821	0.01022172677
822	0.01019686399
823	0.01018233531
824	0.01015637315
825	0.01012997152
826	0.01011284648
827	0.01006915457
828	0.01004872479
829	0.01002812944
830	0.01000866043
831	0.009994202108
832	0.009960462935
833	0.009944016326
834	0.009909294962
835	0.009883588649
836	0.009851855964
837	0.00983828467
838	0.009824868617
839	0.009811050185
840	0.009801993592
841	0.009792755195
842	0.009785872068
843	0.009772684253
844	0.009742503435
845	0.009724001173
846	0.009695352218
847	0.009684072713
848	0.009665423162
849	0.009635265133
850	0.009616842439
851	0.00960170858
852	0.009577058285
853	0.009554631633
854	0.00954527406
855	0.009516771119
856	0.009504360802
857	0.009492209452
858	0.009484743478
859	0.009461175261
860	0.009433567572
861	0.00940948145
862	0.009384649937
863	0.009366895003
864	0.009355762654
865	0.009338541118
866	0.009322314147
867	0.009314137018
868	0.00930724876
869	0.009291278011
870	0.009284256501
871	0.009262911914
872	0.009250261959
873	0.009230112875
874	0.009218209991
875	0.009206864437
876	0.009195504474
877	0.009178950911
878	0.009151345423
879	0.009123511623
880	0.009112524289
881	0.009096424556
882	0.009080315615
883	0.009059094931
884	0.009043220445
885	0.009019933043
886	0.00899957669
887	0.008977370617
888	0.008959141545
889	0.008943546005
890	0.008931548017
891	0.008919266976
892	0.008894456043
893	0.008879570546
894	0.008864735308
895	0.008852521689
896	0.00883798574
897	0.008812756413
898	0.008797629696
899	0.008775861619
900	0.00876205935
901	0.008737681434
902	0.008723374055
903	0.008712313489
904	0.0087010532
905	0.008689431618
906	0.008678762689
907	0.008667753174
908	0.008656673901
909	0.008631090386
910	0.008618778624
911	0.008608835415
912	0.008595521478
913	0.00857247522
914	0.008558615743
915	0.008548591528
916	0.00854155311
917	0.008529998261
918	0.008507632356
919	0.008497061829
920	0.0084744273
921	0.008451693907
922	0.00843715221
923	0.008418756346
924	0.008404045438
925	0.008382480483
926	0.008371674736
927	0.008357381095
928	0.008349345253
929	0.008333115818
930	0.008317235941
931	0.008294000078
932	0.008277705353
933	0.008264741016
934	0.008242994182
935	0.008231048435
936	0.008214718889
937	0.008192580592
938	0.008172097451
939	0.008158354465
940	0.00814623192
941	0.008136157109
942	0.008125334156
943	0.008108581578
944	0.008099779925
945	0.008084472031
946	0.008063867176
947	0.008040550344
948	0.008031024031
949	0.008019409884
950	0.008000731796
951	0.007979199811
952	0.007967288223
953	0.007959544808
954	0.007950331561
955	0.007937852976
956	0.007922060415
957	0.007917156956
958	0.007907560815
959	0.007891396772
960	0.007891391598
961	0.007883409625
962	0.007864464317
963	0.007864462283
964	0.007857180139
965	0.007854233986
966	0.007846858002
967	0.007824129582
968	0.007824107001
969	0.007806499515
970	0.007788296065
971	0.007780623932
972	0.007772711887
973	0.007763106855
974	0.007745404719
975	0.0077294413
976	0.007729436353
977	0.007718931768
978	0.007709044896
979	0.007709044558
980	0.007696686513
981	0.007679705754
982	0.007662286509
983	0.00765574584
984	0.007638799974
985	0.00763147944
986	0.007626424709
987	0.007607483787
988	0.007597925328
989	0.007586010975
990	0.007574585967
991	0.007565410058
992	0.007540086206
993	0.0075220072
994	0.007522049544
995	0.007511430554
996	0.007502003694
997	0.007487259594
998	0.00747438297
999	0.007463761505
